"İşletme";"Doğrulama";"Ürün";"Menşe";"Gramaj (g)";"Fiyat (TL)";"TL/kg";"Stok";"Kaynak bağlantısı";"Kontrol tarihi"
"Kahve.com / Moliendo";"Doğrulandı";"Moliendo Hawaii Kona Prime Yöresel Kahve";"Menşe belirtilmemiş";"Erişilemedi";"131";"Erişilemedi";"Belirsiz";"https://www.kahve.com/urun/moliendo-hawaii-kona-prime-yoresel-kahve";"2026-08-11"
"Kahve.com / Moliendo";"Doğrulandı";"Moliendo Honduras Finca Beatrice Micro-Lot Yöresel Kahve";"Honduras";"Erişilemedi";"131";"Erişilemedi";"Belirsiz";"https://www.kahve.com/urun/moliendo-honduras-finca-beatrice-micro-lot-yoresel-kahve";"2026-08-11"
"Kahve.com / Moliendo";"Doğrulandı";"Moliendo Honduras Finca Cerro Azul Yöresel Kahve";"Honduras";"Erişilemedi";"131";"Erişilemedi";"Belirsiz";"https://www.kahve.com/urun/moliendo-honduras-finca-cerro-azul-yoresel-kahve";"2026-08-11"
"Kahve.com / Moliendo";"Doğrulandı";"Moliendo Honduras Pacamara Finca Monte Cristo Yöresel Kahve";"Honduras";"Erişilemedi";"131";"Erişilemedi";"Belirsiz";"https://www.kahve.com/urun/moliendo-honduras-pacamara-finca-monte-cristo-yoresel-kahve";"2026-08-11"
"Kahve.com / Moliendo";"Doğrulandı";"Moliendo Honduras San Marcos SHG Yöresel Kahve";"Honduras";"Erişilemedi";"131";"Erişilemedi";"Belirsiz";"https://www.kahve.com/urun/moliendo-honduras-san-marcos-shg-yoresel-kahve";"2026-08-11"
"Kahve.com / Moliendo";"Doğrulandı";"Moliendo Honduras SHB Honey Micro-Lot Yöresel Kahve";"Honduras";"Erişilemedi";"131";"Erişilemedi";"Belirsiz";"https://www.kahve.com/urun/moliendo-honduras-shb-honey-micro-lot-yoresel-kahve";"2026-08-11"
"Kahve.com / Moliendo";"Doğrulandı";"Moliendo Indonesia Java Pancoer Yöresel Kahve";"Endonezya";"Erişilemedi";"131";"Erişilemedi";"Belirsiz";"https://www.kahve.com/urun/moliendo-indonesia-java-pancoer-yoresel-kahve";"2026-08-11"
"Kahve.com / Moliendo";"Doğrulandı";"Moliendo Mexico Esmeralda Yöresel Kahve";"Meksika";"Erişilemedi";"131";"Erişilemedi";"Belirsiz";"https://www.kahve.com/urun/moliendo-mexico-esmeralda-yoresel-kahve";"2026-08-11"
"Kahve.com / Moliendo";"Doğrulandı";"Moliendo New Year Blend 250 g";"Harman – menşe belirtilmemiş";"250";"131";"524";"Belirsiz";"https://www.kahve.com/urun/moliendo-new-year-blend-250-g";"2026-08-11"
"Kahve.com / Moliendo";"Doğrulandı";"Moliendo Papua New Guinea Sigri AA Yöresel Kahve";"Menşe belirtilmemiş";"Erişilemedi";"131";"Erişilemedi";"Belirsiz";"https://www.kahve.com/urun/moliendo-papua-new-guinea-sigri-aa-yoresel-kahve";"2026-08-11"
"Kahve.com / Moliendo";"Doğrulandı";"Moliendo Peru Chanchamayo Yöresel Kahve";"Peru";"Erişilemedi";"131";"Erişilemedi";"Belirsiz";"https://www.kahve.com/urun/moliendo-peru-chanchamayo-yoresel-kahve";"2026-08-11"
"Kahve.com / Moliendo";"Doğrulandı";"Moliendo Positano Espresso Blend Kahve";"Harman – menşe belirtilmemiş";"Erişilemedi";"131";"Erişilemedi";"Belirsiz";"https://www.kahve.com/urun/moliendo-positano-espresso-blend-kahve";"2026-08-11"
"Kahve.com / Moliendo";"Doğrulandı";"Moliendo Salerno Espresso Blend Kahve";"Harman – menşe belirtilmemiş";"Erişilemedi";"131";"Erişilemedi";"Belirsiz";"https://www.kahve.com/urun/moliendo-salerno-espresso-blend-kahve";"2026-08-11"
"Kahve.com / Moliendo";"Doğrulandı";"Moliendo Yemen Mocha Yöresel Kahve";"Yemen";"Erişilemedi";"131";"Erişilemedi";"Belirsiz";"https://www.kahve.com/urun/moliendo-yemen-mocha-yoresel-kahve";"2026-08-11"
"Kakule Kahve";"Kısmi doğrulama";"Ürün kataloğu — ayrıntılı ürün verisine erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"2026-08-11"
"Kava Coffee";"Kısmi doğrulama";"Ürün kataloğu — ayrıntılı ürün verisine erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"2026-08-11"
"Keçi Coffee Roastery";"Kısmi doğrulama";"Ürün kataloğu — ayrıntılı ürün verisine erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"2026-08-11"
"Keobs Coffee Roastery";"Doğrulandı";"Brezilya · Mogiana";"Brezilya";"Erişilemedi";"400";"Erişilemedi";"Belirsiz";"https://keobs.com.tr/urun/brezilya-mogiana";"2026-08-11"
"Keobs Coffee Roastery";"Doğrulandı";"Cold Brew: Yaz Aylarının Kahvesi";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://keobs.com.tr/blog/cold-brew-yaz-aylarinin-kahvesi";"2026-08-11"
"Keobs Coffee Roastery";"Doğrulandı";"Çekirdeği Saklamanın Doğru Yolu";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://keobs.com.tr/blog/kahve-saklama-tazeligi-korumak";"2026-08-11"
"Keobs Coffee Roastery";"Doğrulandı";"El Salvador · Shasta EP";"El Salvador";"Erişilemedi";"430";"Erişilemedi";"Belirsiz";"https://keobs.com.tr/urun/el-salvador-shasta-ep";"2026-08-11"
"Keobs Coffee Roastery";"Doğrulandı";"Etiyopya · Sidamo";"Etiyopya";"Erişilemedi";"490";"Erişilemedi";"Belirsiz";"https://keobs.com.tr/urun/etiyopya-sidamo";"2026-08-11"
"Keobs Coffee Roastery";"Doğrulandı";"Etiyopya Sidamo · Specialty";"Etiyopya";"Erişilemedi";"490";"Erişilemedi";"Belirsiz";"https://keobs.com.tr/urun/etiyopya-sidamo-specialty";"2026-08-11"
"Keobs Coffee Roastery";"Doğrulandı";"Filtre Blend";"Harman – menşe belirtilmemiş";"Erişilemedi";"350";"Erişilemedi";"Belirsiz";"https://keobs.com.tr/urun/filtre-blend";"2026-08-11"
"Keobs Coffee Roastery";"Doğrulandı";"Guatemala · El Jaguar";"Guatemala";"Erişilemedi";"400";"Erişilemedi";"Belirsiz";"https://keobs.com.tr/urun/guatemala-el-jaguar";"2026-08-11"
"Keobs Coffee Roastery";"Doğrulandı";"Honduras · Marcala";"Honduras";"Erişilemedi";"350";"Erişilemedi";"Belirsiz";"https://keobs.com.tr/urun/honduras-marcala";"2026-08-11"
"Keobs Coffee Roastery";"Doğrulandı";"Kenya Nyeri FAQ AA";"Kenya";"Erişilemedi";"490";"Erişilemedi";"Belirsiz";"https://keobs.com.tr/urun/kenya-nyeri-faq-aa";"2026-08-11"
"Keobs Coffee Roastery";"Doğrulandı";"Kolombiya · Huila";"Kolombiya";"Erişilemedi";"350";"Erişilemedi";"Belirsiz";"https://keobs.com.tr/urun/colombia-huila";"2026-08-11"
"Keobs Coffee Roastery";"Doğrulandı";"Premium Colombia Espresso 2x 200gr";"Kolombiya";"200";"550";"2750";"Stokta";"https://keobs.com.tr/urun/premium-colombia-espresso-2x200gr";"2026-08-11"
"Keobs Coffee Roastery";"Doğrulandı";"Premium Espresso 2x 200gr";"Harman – menşe belirtilmemiş";"200";"550";"2750";"Stokta";"https://keobs.com.tr/urun/premium-espresso-2x200gr";"2026-08-11"
"Keobs Coffee Roastery";"Doğrulandı";"Puly Caff Powder · Temizleme Tozu";"Menşe belirtilmemiş";"Erişilemedi";"700";"Erişilemedi";"Belirsiz";"https://keobs.com.tr/urun/puly-caff-powder-900gr";"2026-08-11"
"Keobs Coffee Roastery";"Doğrulandı";"Sfenks Espresso Blend";"Harman – menşe belirtilmemiş";"Erişilemedi";"350";"Erişilemedi";"Belirsiz";"https://keobs.com.tr/urun/sfenks-espresso-blend";"2026-08-11"
"Keobs Coffee Roastery";"Doğrulandı";"Su Kalitesi: Kahvenin Gizli Karakteri";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://keobs.com.tr/blog/su-kalitesi-kahvenin-gizli-karakteri";"2026-08-11"
"Keobs Coffee Roastery";"Doğrulandı";"Tek Köken Kahve: Bir Coğrafyanın İmzası";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://keobs.com.tr/blog/tek-koken-kahve-nedir";"2026-08-11"
"Keobs Coffee Roastery";"Doğrulandı";"Tüm Kahveler · Koleksiyon · Keobs";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://keobs.com.tr/urunler?kategori=cleaning";"2026-08-11"
"Kernel Coffee";"Kısmi doğrulama";"Brezilya Morango";"Brezilya";"Erişilemedi";"1000";"Erişilemedi";"Belirsiz";"https://kernelcoffee.co/brezilya-morango";"2026-08-11"
"Kernel Coffee";"Kısmi doğrulama";"Brezilya Toucan";"Brezilya";"Erişilemedi";"1000";"Erişilemedi";"Belirsiz";"https://kernelcoffee.co/brezilya-toucan";"2026-08-11"
"Kernel Coffee";"Kısmi doğrulama";"CAFEC TH-1";"Menşe belirtilmemiş";"Erişilemedi";"1000";"Erişilemedi";"Belirsiz";"https://kernelcoffee.co/cafec-th-1";"2026-08-11"
"Kernel Coffee";"Kısmi doğrulama";"El Salvador Altamira";"El Salvador";"Erişilemedi";"1000";"Erişilemedi";"Belirsiz";"https://kernelcoffee.co/el-salvador-altamira";"2026-08-11"
"Kernel Coffee";"Kısmi doğrulama";"Etiyopya Konga";"Etiyopya";"Erişilemedi";"1000";"Erişilemedi";"Belirsiz";"https://kernelcoffee.co/etiyopya-konga";"2026-08-11"
"Kernel Coffee";"Kısmi doğrulama";"Kolombiya Carambolo";"Kolombiya";"Erişilemedi";"1000";"Erişilemedi";"Belirsiz";"https://kernelcoffee.co/kolombiya-carambolo";"2026-08-11"
"Kernel Coffee";"Kısmi doğrulama";"Kolombiya Galeras";"Kolombiya";"Erişilemedi";"1000";"Erişilemedi";"Belirsiz";"https://kernelcoffee.co/kolombiya-garelas";"2026-08-11"
"Kernel Coffee";"Kısmi doğrulama";"Kolombiya Opal Geisha";"Kolombiya";"Erişilemedi";"1000";"Erişilemedi";"Belirsiz";"https://kernelcoffee.co/kolombiya-opal-geisha";"2026-08-11"
"Khaldi Coffee";"Kısmi doğrulama";"Ürün kataloğu — ayrıntılı ürün verisine erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"2026-08-11"
"Kilin Coffee";"Kısmi doğrulama";"Ürün kataloğu — ayrıntılı ürün verisine erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"2026-08-11"
"Kimma Coffee Roasters";"Doğrulandı";"BREZİLYA MANTIQUEIRA";"Brezilya";"250";"420";"1680";"Stokta";"https://shop.kimmacoffee.com/products/brezi̇lya-mantiqueira";"2026-08-11"
"Kimma Coffee Roasters";"Doğrulandı";"BREZİLYA MANTIQUEIRA";"Brezilya";"1000";"1680";"1680";"Stokta";"https://shop.kimmacoffee.com/products/brezi̇lya-mantiqueira";"2026-08-11"
"Kimma Coffee Roasters";"Doğrulandı";"COLOMBIA MEDELLIN ESPRESSO";"Kolombiya | Brezilya";"250";"410";"1640";"Stokta";"https://shop.kimmacoffee.com/products/colombia-medellin-espresso";"2026-08-11"
"Kimma Coffee Roasters";"Doğrulandı";"COLOMBIA MEDELLIN ESPRESSO";"Kolombiya | Brezilya";"1000";"1640";"1640";"Stokta";"https://shop.kimmacoffee.com/products/colombia-medellin-espresso";"2026-08-11"
"Kimma Coffee Roasters";"Doğrulandı";"COLOMBIA MEDELLIN FİLTRE";"Kolombiya | Brezilya";"250";"410";"1640";"Stokta";"https://shop.kimmacoffee.com/products/colombia-medellin";"2026-08-11"
"Kimma Coffee Roasters";"Doğrulandı";"COLOMBIA MEDELLIN FİLTRE";"Kolombiya | Brezilya";"1000";"1640";"1640";"Stokta";"https://shop.kimmacoffee.com/products/colombia-medellin";"2026-08-11"
"Kimma Coffee Roasters";"Doğrulandı";"COLOMBIA MELON NITRO MILAN";"Kolombiya";"100";"330";"3300";"Stokta";"https://shop.kimmacoffee.com/products/colombiya-melon-nitro-milan";"2026-08-11"
"Kimma Coffee Roasters";"Doğrulandı";"COLOMBIA MELON NITRO MILAN";"Kolombiya";"250";"800";"3200";"Stokta";"https://shop.kimmacoffee.com/products/colombiya-melon-nitro-milan";"2026-08-11"
"Kimma Coffee Roasters";"Doğrulandı";"COLOMBIA MILAN PASSION FRUIT";"Kolombiya | Brezilya";"100";"330";"3300";"Stokta";"https://shop.kimmacoffee.com/products/colombiya-milan-passion-fruit";"2026-08-11"
"Kimma Coffee Roasters";"Doğrulandı";"COLOMBIA MILAN PASSION FRUIT";"Kolombiya | Brezilya";"250";"800";"3200";"Stokta";"https://shop.kimmacoffee.com/products/colombiya-milan-passion-fruit";"2026-08-11"
"Kimma Coffee Roasters";"Doğrulandı";"COLOMBIA STRAWBERRY";"Kolombiya";"100";"250";"2500";"Stokta";"https://shop.kimmacoffee.com/products/colombia-strawberry";"2026-08-11"
"Kimma Coffee Roasters";"Doğrulandı";"COLOMBIA STRAWBERRY";"Kolombiya";"250";"700";"2800";"Stokta";"https://shop.kimmacoffee.com/products/colombia-strawberry";"2026-08-11"
"Kimma Coffee Roasters";"Doğrulandı";"EL SALVADOR SAN GABRIEL";"Kolombiya | El Salvador";"250";"450";"1800";"Stokta";"https://shop.kimmacoffee.com/products/el-salvador-san-gabriel";"2026-08-11"
"Kimma Coffee Roasters";"Doğrulandı";"ESPRESSO BLEND NO: I";"Etiyopya | Brezilya";"250";"360";"1440";"Stokta";"https://shop.kimmacoffee.com/products/espresso-brand-no-i";"2026-08-11"
"Kimma Coffee Roasters";"Doğrulandı";"ESPRESSO BLEND NO: I";"Etiyopya | Brezilya";"1000";"1440";"1440";"Stokta";"https://shop.kimmacoffee.com/products/espresso-brand-no-i";"2026-08-11"
"Kimma Coffee Roasters";"Doğrulandı";"ESPRESSO BLEND NO: II";"Harman – menşe belirtilmemiş";"250";"350";"1400";"Stokta";"https://shop.kimmacoffee.com/products/espresso-blend-no-ii";"2026-08-11"
"Kimma Coffee Roasters";"Doğrulandı";"ESPRESSO BLEND NO: II";"Harman – menşe belirtilmemiş";"1000";"1400";"1400";"Stokta";"https://shop.kimmacoffee.com/products/espresso-blend-no-ii";"2026-08-11"
"Kimma Coffee Roasters";"Doğrulandı";"ESPRESSO NO: III";"Etiyopya | Kolombiya | Brezilya";"250";"360";"1440";"Stokta";"https://shop.kimmacoffee.com/products/espresso-no-iii";"2026-08-11"
"Kimma Coffee Roasters";"Doğrulandı";"ESPRESSO NO: III";"Etiyopya | Kolombiya | Brezilya";"1000";"1440";"1440";"Stokta";"https://shop.kimmacoffee.com/products/espresso-no-iii";"2026-08-11"
"Kimma Coffee Roasters";"Doğrulandı";"RWANDA TUMBA";"Ruanda";"250";"450";"1800";"Stokta";"https://shop.kimmacoffee.com/products/rwanda-tumba";"2026-08-11"
"Kimma Coffee Roasters";"Doğrulandı";"RWANDA TUMBA";"Ruanda";"1000";"1800";"1800";"Stokta";"https://shop.kimmacoffee.com/products/rwanda-tumba";"2026-08-11"
"Kimma Coffee Roasters";"Doğrulandı";"SPECIALTY BLEND";"Harman – menşe belirtilmemiş";"250";"380";"1520";"Stokta";"https://shop.kimmacoffee.com/products/specialty-blend";"2026-08-11"
"Kimma Coffee Roasters";"Doğrulandı";"SPECIALTY BLEND";"Harman – menşe belirtilmemiş";"1000";"1520";"1520";"Stokta";"https://shop.kimmacoffee.com/products/specialty-blend";"2026-08-11"
"Kimma Coffee Roasters";"Doğrulandı";"TÜRK KAHVESİ";"Brezilya";"250";"300";"1200";"Stokta";"https://shop.kimmacoffee.com/products/turk-kahvesi̇";"2026-08-11"
"Kimma Coffee Roasters";"Doğrulandı";"TÜRK KAHVESİ";"Brezilya";"1000";"1200";"1200";"Stokta";"https://shop.kimmacoffee.com/products/turk-kahvesi̇";"2026-08-11"
"Kocatepe Kahve Evi";"Doğrulandı";"Brasil Santos Kahve 250 Gr";"Brezilya";"250";"450";"1800";"Stokta";"https://www.kocatepekahveevi.com.tr/brasil-santos-kahve-250-gr";"2026-08-11"
"Kocatepe Kahve Evi";"Doğrulandı";"Brasil Santos Kahve 250 Gr";"Brezilya";"250";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kocatepekahveevi.com.tr/brasil-santos-kahve-250-gr";"2026-08-11"
"Kocatepe Kahve Evi";"Doğrulandı";"Colombia Hulia Kahve 250 Gr";"Kolombiya";"250";"450";"1800";"Stokta";"https://www.kocatepekahveevi.com.tr/colombia-hulia-kahve-250-gr";"2026-08-11"
"Kocatepe Kahve Evi";"Doğrulandı";"Colombia Hulia Kahve 250 Gr";"Kolombiya";"250";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kocatepekahveevi.com.tr/colombia-hulia-kahve-250-gr";"2026-08-11"
"Kocatepe Kahve Evi";"Doğrulandı";"CR Espresso Blend 1000 Gr (Horeca)";"Harman – menşe belirtilmemiş";"1000";"1350";"1350";"Stokta";"https://www.kocatepekahveevi.com.tr/cekirdek-kahve-espresso-blend-1000-gr-horeca";"2026-08-11"
"Kocatepe Kahve Evi";"Doğrulandı";"CR Espresso Blend 1000 Gr (Horeca)";"Harman – menşe belirtilmemiş";"1000";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kocatepekahveevi.com.tr/cekirdek-kahve-espresso-blend-1000-gr-horeca";"2026-08-11"
"Kocatepe Kahve Evi";"Doğrulandı";"CR Espresso Premium 1 Kg";"Menşe belirtilmemiş";"1000";"1750";"1750";"Stokta";"https://www.kocatepekahveevi.com.tr/cekirdek-kahve-espresso-premium-1-kg";"2026-08-11"
"Kocatepe Kahve Evi";"Doğrulandı";"CR Espresso Premium 1 Kg";"Menşe belirtilmemiş";"1000";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kocatepekahveevi.com.tr/cekirdek-kahve-espresso-premium-1-kg";"2026-08-11"
"Kocatepe Kahve Evi";"Doğrulandı";"CR Özel Harman Filtre Kahve 1 Kg";"Harman – menşe belirtilmemiş";"1000";"1750";"1750";"Stokta";"https://www.kocatepekahveevi.com.tr/cekirdek-kahve-ozel-harman-filtre-kahve-1-kg";"2026-08-11"
"Kocatepe Kahve Evi";"Doğrulandı";"CR Özel Harman Filtre Kahve 1 Kg";"Harman – menşe belirtilmemiş";"1000";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kocatepekahveevi.com.tr/cekirdek-kahve-ozel-harman-filtre-kahve-1-kg";"2026-08-11"
"Kocatepe Kahve Evi";"Doğrulandı";"CR Türk Kahvesi Geleneksel 5 Kg (Çekirdek)";"Menşe belirtilmemiş";"5000";"6000";"1200";"Stokta";"https://www.kocatepekahveevi.com.tr/turk-kahvesi-geleneksel-5-kg-cekirdek1";"2026-08-11"
"Kocatepe Kahve Evi";"Doğrulandı";"CR Türk Kahvesi Geleneksel 5 Kg (Çekirdek)";"Menşe belirtilmemiş";"5000";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kocatepekahveevi.com.tr/turk-kahvesi-geleneksel-5-kg-cekirdek1";"2026-08-11"
"Kocatepe Kahve Evi";"Doğrulandı";"Decaf(Kafeinsiz)-Filtre Kahve 250 gr";"Menşe belirtilmemiş";"250";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kocatepekahveevi.com.tr/decafkafeinsiz-filtre-kahve-250-gr";"2026-08-11"
"Kocatepe Kahve Evi";"Doğrulandı";"Filtre Kahve 1000 Gr (HORECA)";"Menşe belirtilmemiş";"1000";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kocatepekahveevi.com.tr/filtre-kahve-1000-gr-horeca";"2026-08-11"
"Kocatepe Kahve Evi";"Doğrulandı";"Guetemala Antigua Kahve 250 Gr";"Guatemala";"250";"450";"1800";"Stokta";"https://www.kocatepekahveevi.com.tr/guetemala-antigua-kahve-250-gr";"2026-08-11"
"Kocatepe Kahve Evi";"Doğrulandı";"Guetemala Antigua Kahve 250 Gr";"Guatemala";"250";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kocatepekahveevi.com.tr/guetemala-antigua-kahve-250-gr";"2026-08-11"
"Kocatepe Kahve Evi";"Doğrulandı";"KA BROWN MİX KAHVERENGİ MUKAVVA KUTU";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kocatepekahveevi.com.tr/22x17.5x4-ustten-gecme-mukavva-kutu";"2026-08-11"
"Kocatepe Kahve Evi";"Doğrulandı";"Kenia AA Kahve 250 Gr";"Kenya";"250";"450";"1800";"Stokta";"https://www.kocatepekahveevi.com.tr/kenia-aa-kahve-250-gr";"2026-08-11"
"Kocatepe Kahve Evi";"Doğrulandı";"Kenia AA Kahve 250 Gr";"Kenya";"250";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kocatepekahveevi.com.tr/kenia-aa-kahve-250-gr";"2026-08-11"
"Kocatepe Kahve Evi";"Doğrulandı";"Sıcak Çikolata 350 Gr";"Menşe belirtilmemiş";"350";"600";"1714.29";"Stokta";"https://www.kocatepekahveevi.com.tr/sicak-cikolata-350-gr";"2026-08-11"
"Kocatepe Kahve Evi";"Doğrulandı";"Sıcak Çikolata 350 Gr";"Menşe belirtilmemiş";"350";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kocatepekahveevi.com.tr/sicak-cikolata-350-gr";"2026-08-11"
"Kocatepe Kahve Evi";"Doğrulandı";"Türk Kahvesi Damla Sakızlı 100 Gr";"Menşe belirtilmemiş";"100";"140";"1400";"Stokta";"https://www.kocatepekahveevi.com.tr/turk-kahvesi-damla-sakizli-100-gr";"2026-08-11"
"Kocatepe Kahve Evi";"Doğrulandı";"Türk Kahvesi Damla Sakızlı 100 Gr";"Menşe belirtilmemiş";"100";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kocatepekahveevi.com.tr/turk-kahvesi-damla-sakizli-100-gr";"2026-08-11"
"Kocatepe Kahve Evi";"Doğrulandı";"Türk Kahvesi Geleneksel 100 Gr";"Menşe belirtilmemiş";"100";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kocatepekahveevi.com.tr/turk-kahvesi-geleneksel-100-gr";"2026-08-11"
"Kocatepe Kahve Evi";"Doğrulandı";"Türk Kahvesi Gurme 100 Gr";"Menşe belirtilmemiş";"100";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kocatepekahveevi.com.tr/turk-kahvesi-gurme-100-gr";"2026-08-11"
"Kocatepe Kahve Evi";"Doğrulandı";"Türk Kahvesi HORECA 1 Kg (Öğütülmüş)";"Menşe belirtilmemiş";"1000";"1150";"1150";"Stokta";"https://www.kocatepekahveevi.com.tr/turk-kahvesi-horeca-1-kg-ogutulmus";"2026-08-11"
"Kocatepe Kahve Evi";"Doğrulandı";"Türk Kahvesi HORECA 1 Kg (Öğütülmüş)";"Menşe belirtilmemiş";"1000";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kocatepekahveevi.com.tr/turk-kahvesi-horeca-1-kg-ogutulmus";"2026-08-11"
"Kocatepe Kahve Evi";"Doğrulandı";"Türk Kahvesi Saraylı 250 Gr";"Menşe belirtilmemiş";"250";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.kocatepekahveevi.com.tr/turk-kahvesi-sarayli-250-gr";"2026-08-11"
"KREA Kahve";"Kısmi doğrulama";"Ürün kataloğu — ayrıntılı ürün verisine erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"2026-08-11"
"Kronotrop";"Doğrulandı";"Ürün kataloğu — ayrıntılı ürün verisine erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"https://www.kronotrop.com.tr/";"2026-08-11"
"Kumo Coffee";"Kısmi doğrulama";"Ürün kataloğu — ayrıntılı ürün verisine erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"2026-08-11"
"Kurukahveci Mehmet Efendi";"Kısmi doğrulama";"ALMANYA’DA";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.mehmetefendi.com/kahve-ve-tarihi/kahvenin-tarihsel-yolculugu/almanya-da";"2026-08-11"
"Kurukahveci Mehmet Efendi";"Kısmi doğrulama";"AMERİKA KITASI’NDA";"Brezilya";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.mehmetefendi.com/kahve-ve-tarihi/kahvenin-tarihsel-yolculugu/amerika-kitasi-nda";"2026-08-11"
"Kurukahveci Mehmet Efendi";"Kısmi doğrulama";"COFFEE CULTURE";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.mehmetefendi.com/eng/coffee-culture";"2026-08-11"
"Kurukahveci Mehmet Efendi";"Kısmi doğrulama";"ESPRESSO";"Harman – menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.mehmetefendi.com/urunler/espresso";"2026-08-11"
"Kurukahveci Mehmet Efendi";"Kısmi doğrulama";"EXPORT PACKS";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.mehmetefendi.com/eng/products/export-packs";"2026-08-11"
"Kurukahveci Mehmet Efendi";"Kısmi doğrulama";"FILTER COFFEE";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.mehmetefendi.com/eng/products/filter-coffee";"2026-08-11"
"Kurukahveci Mehmet Efendi";"Kısmi doğrulama";"FİLTRE KAHVE";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.mehmetefendi.com/urunler/press-coffee";"2026-08-11"
"Kurukahveci Mehmet Efendi";"Kısmi doğrulama";"HISTORICAL JOURNEY";"Etiyopya";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.mehmetefendi.com/eng/coffee-culture/historical-journey";"2026-08-11"
